

0, 1
0.00983258, 0.999952
0.019309, 0.999814
0.0285694, 0.999592
0.0376973, 0.99929
0.0467433, 0.998908
0.0557386, 0.998447
0.0647023, 0.997907
0.0736463, 0.997289
0.082578, 0.996592
0.091502, 0.995817
0.100421, 0.994962
0.109337, 0.994028
0.118252, 0.993016
0.127165, 0.991925
0.136078, 0.990755
0.14499, 0.989507
0.153901, 0.98818
0.162813, 0.986775
0.171724, 0.985291
0.180636, 0.983729
0.189547, 0.982089
0.198458, 0.980371
0.20737, 0.978575
0.216281, 0.976702
0.225192, 0.974751
0.234103, 0.972722
0.243015, 0.970616
0.251926, 0.968433
0.260837, 0.966174
0.269748, 0.963837
0.27866, 0.961424
0.287571, 0.958935
0.296482, 0.956369
0.305394, 0.953727
0.314305, 0.95101
0.323216, 0.948217
0.332127, 0.945349
0.341039, 0.942406
0.34995, 0.939388
0.358861, 0.936296
0.367772, 0.933129
0.376684, 0.929888
0.385595, 0.926573
0.394506, 0.923184
0.403417, 0.919723
0.412329, 0.916188
0.42124, 0.91258
0.430151, 0.9089
0.439062, 0.905148
0.447974, 0.901324
0.456885, 0.897428
0.465796, 0.893461
0.474708, 0.889424
0.483619, 0.885315
0.49253, 0.881136
0.501441, 0.876887
0.510353, 0.872569
0.519264, 0.868181
0.528175, 0.863725
0.537086, 0.859199
0.545998, 0.854606
0.554909, 0.849945
0.56382, 0.845216
0.572731, 0.84042
0.581643, 0.835557
0.590554, 0.830628
0.599465, 0.825633
0.608376, 0.820572
0.617288, 0.815447
0.626199, 0.810256
0.63511, 0.805001
0.644021, 0.799683
0.652933, 0.7943
0.661844, 0.788855
0.670755, 0.783347
0.679667, 0.777777
0.688578, 0.772145
0.697489, 0.766451
0.7064, 0.760697
0.715312, 0.754883
0.724223, 0.749008
0.733134, 0.743074
0.742045, 0.737081
0.750957, 0.73103
0.759868, 0.72492
0.768779, 0.718753
0.77769, 0.712529
0.786602, 0.706248
0.795513, 0.699911
0.804424, 0.693519
0.813335, 0.687071
0.822247, 0.680569
0.831158, 0.674013
0.840069, 0.667403
0.84898, 0.66074
0.857892, 0.654025
0.866803, 0.647258
0.875714, 0.64044
0.884626, 0.63357
0.893537, 0.626651
0.902448, 0.619681
0.911359, 0.612662
0.920271, 0.605595
0.929182, 0.59848
0.938093, 0.591317
0.947004, 0.584107
0.955916, 0.576851
0.964827, 0.569549
0.973738, 0.562201
0.982649, 0.554809
0.991561, 0.547373
1.00047, 0.539894
1.00938, 0.532372
1.01829, 0.524807
1.02721, 0.517201
1.03612, 0.509553
1.04503, 0.501866
1.05394, 0.494138
1.06285, 0.486371
1.07176, 0.478565
1.08067, 0.470722
1.08958, 0.462841
1.0985, 0.454923
1.10741, 0.446969
1.11632, 0.43898
1.12523, 0.430956
1.13414, 0.422898
1.14305, 0.414806
1.15196, 0.406681
1.16087, 0.398523
1.16979, 0.390335
1.1787, 0.382115
1.18761, 0.373864
1.19652, 0.365585
1.20543, 0.357276
1.21434, 0.348938
1.22325, 0.340573
1.23216, 0.332181
1.24108, 0.323763
1.24999, 0.315319
1.2589, 0.30685
1.26781, 0.298356
1.27672, 0.289839
1.28563, 0.281299
1.29454, 0.272736
1.30345, 0.264152
1.31237, 0.255546
1.32128, 0.246921
1.33019, 0.238276
1.3391, 0.229612
1.34801, 0.220929
1.35692, 0.21223
1.36583, 0.203513
1.37474, 0.19478
1.38366, 0.186032
1.39257, 0.177269
1.40148, 0.168491
1.41039, 0.159701
1.4193, 0.150898
1.42821, 0.142082
1.43712, 0.133256
1.44603, 0.124419
1.45495, 0.115572
1.46386, 0.106716
1.47277, 0.0978512
1.48168, 0.0889788
1.49059, 0.0800994
1.4995, 0.0712135
1.50841, 0.0623221
1.51733, 0.0534257
1.52624, 0.044525
1.53515, 0.0356208
1.54406, 0.0267138
1.55297, 0.0178046
1.56188, 0.00889409
1.57079, -1.71719e-05
1.5797, -0.00892843
1.58862, -0.017839
1.59753, -0.0267481
1.60644, -0.0356551
1.61535, -0.0445593
1.62426, -0.05346
1.63317, -0.0623564
1.64208, -0.0712478
1.65099, -0.0801336
1.65991, -0.089013
1.66882, -0.0978854
1.67773, -0.10675
1.68664, -0.115606
1.69555, -0.124453
1.70446, -0.13329
1.71337, -0.142116
1.72228, -0.150932
1.7312, -0.159735
1.74011, -0.168525
1.74902, -0.177302
1.75793, -0.186065
1.76684, -0.194814
1.77575, -0.203547
1.78466, -0.212263
1.79357, -0.220963
1.80249, -0.229645
1.8114, -0.238309
1.82031, -0.246954
1.82922, -0.25558
1.83813, -0.264185
1.84704, -0.272769
1.85595, -0.281331
1.86486, -0.289872
1.87378, -0.298389
1.88269, -0.306882
1.8916, -0.315351
1.90051, -0.323795
1.90942, -0.332214
1.91833, -0.340606
1.92724, -0.348971
1.93615, -0.357308
1.94507, -0.365617
1.95398, -0.373896
1.96289, -0.382146
1.9718, -0.390366
1.98071, -0.398555
1.98962, -0.406712
1.99853, -0.414837
2.00744, -0.422929
2.01636, -0.430987
2.02527, -0.439011
2.03418, -0.447
2.04309, -0.454954
2.052, -0.462871
2.06091, -0.470752
2.06982, -0.478596
2.07873, -0.486401
2.08765, -0.494168
2.09656, -0.501895
2.10547, -0.509583
2.11438, -0.51723
2.12329, -0.524836
2.1322, -0.532401
2.14111, -0.539923
